98,Nº 01,PLOMO,Nº 02,SEXO EN LAS NOCHES,ENRIQUE VERGARA MONTERO  ,8715,IMPRESO EN PERÚ ,78,
99,Nº 01,PLOMO,Nº 02,GESTIÓN DEL TALENTO HUMANO EN LA EMPRESA,MARIO IBAÑEZ MACHICAO,8700,EDITORIAL: SAN MARCOS ,319,
100,Nº 01,PLOMO,Nº 02,RESISTENCIA DE MATERIALES,PYTEL.CINGER,8706,EDITORIAL: MEXICANA,584,
101,Nº 01,PLOMO,Nº 02,LA CONSTITUCIÓN DE 1993,ENRIQUE BARNALES BALLESTEROS,8721,EDITORIAL: MORENO S.A.,968,
102,Nº 01,PLOMO,Nº 02,MANUAL DE REDACCIÓN SUPERIOR ,MIGUEL CARNERIO FIGUEROA,8701,EDITORIAL: SAN MARCOS E.I.R.L.,350,
103,Nº 01,PLOMO,Nº 02,MANUAL DE CONTADOR - GUBERNAMENTAL,C.P.C. - MERY MAXI HUIÑOCANA CARBAJAL,8705,IMPRESO EN PERÚ ,544,
104,Nº 01,PLOMO,Nº 02,CONTABILIDAD BÁSICA 1,WALTER ZANS,8698,EDITORIAL: SAN MARCOS,306,
105,Nº 01,PLOMO,Nº 02,SERIE CONTABILIDAD FINANCIERA - CONTABILIDAD BÁSICA,"JOSÉ FERNANDO GALINDO ALVARADO, ANA CATALINA NEY TÉLLEZ GIRÓN, BENJAMÍN SÁNCHEZ RODRÍGUEZ",8751,,,
106,Nº 01,PLOMO,Nº 02,CONTABILIDAD BÁSICA 4ª EDICIÓN,JOAQUIÍN A. MORENO FERNÁNDEZ ,8750,EDITORIAL: MEXICANA,346,
107,Nº 01,PLOMO,Nº 02,BIBLIOTECA PRÁCTICA DE CONTABILIDAD ,"A. GOXENS, M.A. GOXENS",8168,EDITORIAL: OCEANO,160,
108,Nº 01,PLOMO,Nº 02,CONTABILIDAD FINANCIERA 1,FRANCISCO JAVIER CALLEJA BERNAL,6065,EDITORES: S.A. DE C.V. MEXICO,258,
109,Nº 01,PLOMO,Nº 03,ENCICLOPEDIA: TEMÁTICA DEL PERÚ I (INCAS),MARIA ROSTWORANLSKI,5698,EMPRESA EDITORA: EL COMERCIO S.A.,190,
110,Nº 01,PLOMO,Nº 03,ENCICLOPEDIA: TEMÁTICA DEL PERÚ II (CONQUISTA Y VIRREYNATO),JOSÉ ANTONIO DEL BUSTO,5699,EMPRESA EDITORA: EL COMERCIO S.A.,190,
111,Nº 01,PLOMO,Nº 03,ENCICLOPEDIA: TEMÁTICA DEL PERÚ III (REPÚBLICA),PERCY CAYO CÓRDOVA ,5700,EMPRESA EDITORA: EL COMERCIO S.A.,191,
112,Nº 01,PLOMO,Nº 03,ENCICLOPEDIA: TEMÁTICA DEL PERÚ IV (ORGANIZACIÓN DEL ESTADO),MARCIAL ANTONIO RUBIO CORREA,5701,EMPRESA EDITORA: EL COMERCIO S.A.,191,
113,Nº 01,PLOMO,Nº 03,ENCICLOPEDIA: TEMÁTICA DEL PERÚ V (GEOGRAFÍA),CARLOS PEÑA HERRERA ,5702,EMPRESA EDITORA: EL COMERCIO S.A.,191,
114,Nº 01,PLOMO,Nº 03,ENCICLOPEDIA: TEMÁTICA DEL PERÚ VI (ECOLOGÍA),ANTONIO BRACK EGG. ,5703,EMPRESA EDITORA: EL COMERCIO S.A.,191,
115,Nº 01,PLOMO,Nº 03,ENCICLOPEDIA: TEMÁTICA DEL PERÚ VII (SOCIEDAD),NELSON MANRIQUE,5704,EMPRESA EDITORA: EL COMERCIO S.A.,191,
116,Nº 01,PLOMO,Nº 03,ENCICLOPEDIA: TEMÁTICA DEL PERÚ VIII (DIVERSIDAD CULTURAL),CARLOS IVÁN DEGREGORI,5705,EMPRESA EDITORA: EL COMERCIO S.A.,191,
117,Nº 01,PLOMO,Nº 03,ENCICLOPEDIA: TEMÁTICA DEL PERÚ IX (PRIMERAS CIVILIZACIONES),KRZYSZTOX MAKOWSKI,5706,EMPRESA EDITORA: EL COMERCIO S.A.,191,
118,Nº 01,PLOMO,Nº 03,ENCICLOPEDIA: TEMÁTICA DEL PERÚ XI (CIENCIAS Y TECNOLOGÍA),"JOSÉ IGNACIO LÓPEZ SORIA, BENJAMÍN MARTICORENA, VICTOR L A TORRE, JOSÉ ESPINOZA, WALTER ESTRADA, MODESTO MONTOYA…",5708,EMPRESA EDITORA: EL COMERCIO S.A.,191,
119,Nº 01,PLOMO,Nº 03,ENCICLOPEDIA: TEMÁTICA DEL PERÚ XII (SALUD),URIEL GARCÍA CÁCERES,NO,EMPRESA EDITORA: EL COMERCIO S.A.,192,
120,Nº 01,PLOMO,Nº 03,ENCICLOPEDIA: TEMÁTICA DEL PERÚ XIII (OPINIÓN PÚBLICA),"MARÍA MENDOZA MICHILOT, HECTOR LÓPEZ MARTÍNEZ, EMILIO BUSTAMANTE QUIROZ",5710,EMPRESA EDITORA: EL COMERCIO S.A.,190,
121,Nº 01,PLOMO,Nº 03,ENCICLOPEDIA: TEMÁTICA DEL PERÚ XIV (LITERATURA),RICARDO GONZÁLEZ VIGIL,5711,EMPRESA EDITORA: EL COMERCIO S.A.,191,
122,Nº 01,PLOMO,Nº 03,ENCICLOPEDIA: TEMÁTICA DEL PERÚ XV (ARTE Y ARQUITECTURA),"LUIS EDUARDO WUFFARDEN, JOSÉ GARCÍA BRYCE",5712,EMPRESA EDITORA: EL COMERCIO S.A.,190,
123,Nº 01,PLOMO,Nº 03,ENCICLOPEDIA: TEMÁTICA DEL PERÚ XVI (MÚSICA Y DANZA Y TRADICIONES),"LUIS ANTONIO MEZA, RAÚL R. ROMERO, BERNARDO ROCA REY…",5713,EMPRESA EDITORA: EL COMERCIO S.A.,191,
124,Nº 01,PLOMO,Nº 03,NUEVA ACTA 2000 TOMO 1 (CIENCIAS DEL ESPÌRITUD LENGUAS),ENCICLOPEDIA SISTEMATICA EN ONCE TOMOS,4083,"EDICIONES: RIALP, S.A. MADRID ",789,
125,Nº 01,PLOMO,Nº 03,NUEVA ACTA 2000 TOMO 2 (LITERATURA Y ARTES),ENCICLOPEDIA SISTEMATICA EN ONCE TOMOS,4084,"EDICIONES: RIALP, S.A. MADRID ",944,
